NLSitNumber,StartDateJam,EndDateJam,StartTimeJam,EndTimeJam,HeavinessJam,AvgLength,DurationJam,HectrometreHead,HectrometreTail,RouteLet,RouteNum,RouteDescr,HectrometreDir,FromSection,ToSection,RouteFrom,RouteTo,CauseGroundDetail,CauseProgression,CauseCodeProgression,CauseCode,Cause_1,Cause_2,Cause_3,Cause_4
3105618,2022-07-01,2022-07-01,15:44:27,15:55:02,"30,153","2849,000","10,583","0,0","2,0",A,4,A4,descending,Amsterdam-Sloten,De Nieuwe Meer,Den Haag,Amsterdam,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 11],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3105619,2022-07-01,2022-07-01,15:44:27,15:49:00,"10,010","2200,000","4,550","73,7","75,9",A,35,A35,descending,Enschede-Oost,A35: Enschede,Enschede,Almelo,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 5],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3105675,2022-07-01,2022-07-01,15:55:27,16:29:01,"158,947","4735,000","33,567","17,5","13,9",A,10,A10,ascending,Amstel,Amsterdam-Rivierenbuurt,Amstel,De Nieuwe Meer,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 34],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3105677,2022-07-01,2022-07-01,15:55:27,16:01:01,"16,773","3013,000","5,567","13,1","9,6",A,27,A27,ascending,Oosterhout-Oost,Oosterhout,Breda,Gorinchem,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 6],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3105678,2022-07-01,2022-07-01,15:55:27,15:57:00,"3,565","2300,000","1,550","53,8","51,5",A,28,A28,ascending,Harderwijk,Elspeet,Amersfoort,Zwolle,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 2],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3105679,2022-07-01,2022-07-01,15:55:27,15:58:00,"5,355","2100,000","2,550","28,6","22,6",A,28,A28,ascending,Hoevelaken,Hoevelaken,Amersfoort,Zwolle,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 3],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3105681,2022-07-01,2022-07-01,15:55:27,16:20:04,"66,083","2684,000","24,617","0,0","4,0",A,4,A4,descending,Amsterdam-Sloten,De Nieuwe Meer,Den Haag,Amsterdam,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 25],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3105746,2022-07-01,2022-07-01,16:03:28,16:05:03,"3,167","2000,000","1,583","20,9","18,9",A,4,A4,ascending,Nieuw-Vennep,Ringvaart-Aquaduct,Amsterdam,Den Haag,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 2],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3105747,2022-07-01,2022-07-01,16:03:28,16:05:03,"3,483","2200,000","1,583","35,5","27,9",A,9,A9,descending,Badhoevedorp,Holendrecht,Amstelveen,Diemen,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 2],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3105748,2022-07-01,2022-07-01,16:04:27,16:06:00,"4,805","3100,000","1,550","22,6","19,5",A,16,A16,ascending,Rotterdam-Feijenoord,Ridderkerk-Noord,Rotterdam,Breda,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 2],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3105749,2022-07-01,2022-07-01,16:04:27,16:06:00,"3,255","2100,000","1,550","178,4","180,5",A,2,A2,descending,Leende,Valkenswaard,Maastricht,Eindhoven,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 2],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3105750,2022-07-01,2022-07-01,16:04:27,16:06:01,"3,290","2100,000","1,567","93,7","91,6",A,2,A2,ascending,Deil,Waardenburg,Utrecht,'s-Hertogenbosch,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 2],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3105821,2022-07-01,2022-07-01,16:12:27,17:17:00,"181,685","2815,000","64,550","104,9","103,8",A,73,A73,ascending,Wijchen,Nijmegen,Maasbracht,Nijmegen,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 65],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3105822,2022-07-01,2022-07-01,16:13:27,16:17:01,"8,437","2365,000","3,567","135,2","137,4",A,15,A15,descending,Ochten,Echteld,Nijmegen,Gorinchem,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 4],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3105823,2022-07-01,2022-07-01,16:13:27,16:16:01,"7,953","3099,000","2,567","14,1","17,3",A,16,A16,descending,Rotterdam-Prins Alexander,Terbregseplein,Breda,Rotterdam,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 3],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3105825,2022-07-01,2022-07-01,16:13:27,16:15:02,"3,483","2200,000","1,583","20,0","17,8",A,16,A16,ascending,Rotterdam-Kralingen,Rotterdam-Centrum,Rotterdam,Breda,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 2],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3105826,2022-07-01,2022-07-01,16:13:27,16:15:02,"3,800","2400,000","1,583","110,8","113,2",A,2,A2,descending,Empel,Empelbrug,'s-Hertogenbosch,Utrecht,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 2],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3105908,2022-07-01,2022-07-01,16:23:28,16:25:02,"6,267","4000,000","1,567","102,4","106,4",A,2,A2,descending,Zaltbommel,Martinus Nijhoffbrug,'s-Hertogenbosch,Utrecht,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 2],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3105909,2022-07-01,2022-07-01,16:23:28,16:25:02,"4,230","2700,000","1,567","108,3","111,0",A,2,A2,descending,Empel,Kerkdriel,'s-Hertogenbosch,Utrecht,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 2],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3105910,2022-07-01,2022-07-01,16:23:28,16:50:03,"71,730","2698,000","26,583","141,3","145,0",A,50,A50,descending,Bankhoef,Maasbrug,Arnhem,Oss,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 27],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3105912,2022-07-01,2022-07-01,16:23:28,16:27:00,"9,583","2712,000","3,533","96,0","93,2",A,59,A59,ascending,Terheijden,Made,Zonzeel,'s-Hertogenbosch,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 4],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3105913,2022-07-01,2022-07-01,16:24:27,16:26:00,"3,100","2000,000","1,550","13,5","11,5",A,1,A1,ascending,Muiden,Muiderberg,Amsterdam,Amersfoort,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 2],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3105998,2022-07-01,2022-07-01,16:36:27,16:46:01,"29,203","3053,000","9,567","249,2","246,4",N,50,N50,ascending,Kampen-Zuid,Kampen,Zwolle,Emmeloord,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 10],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3105999,2022-07-01,2022-07-01,16:37:27,16:39:00,"3,565","2300,000","1,550","50,3","48,0",A,12,A12,ascending,Harmelen,Harmelen,Den Haag,Utrecht,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 2],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3106001,2022-07-01,2022-07-01,16:37:27,16:43:00,"19,093","3440,000","5,550","54,6","49,6",A,28,A28,ascending,Harderwijk,Elspeet,Amersfoort,Zwolle,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 6],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3106002,2022-07-01,2022-07-01,16:37:27,16:42:01,"12,867","2818,000","4,567","134,6","131,3",A,50,A50,ascending,Paalgraven,Ravenstein,Oss,Arnhem,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 5],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3106004,2022-07-01,2022-07-01,16:38:28,16:43:00,"9,250","2040,000","4,533","18,5","16,5",A,13,A13,ascending,Overschie,Kleinpolderplein,Rijswijk,Rotterdam,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 5],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3106095,2022-07-01,2022-07-01,16:52:27,16:54:00,"4,185","2700,000","1,550","20,1","17,4",A,4,A4,ascending,Nieuw-Vennep,Ringvaart-Aquaduct,Amsterdam,Den Haag,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 2],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3106096,2022-07-01,2022-07-01,16:53:27,16:55:03,"2,720","1700,000","1,600","46,3","44,6",A,1,A1,ascending,Hoevelaken,Barneveld,Amersfoort,Apeldoorn,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 2],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3106097,2022-07-01,2022-07-01,16:53:27,16:56:00,"6,040","2369,000","2,550","45,3","47,7",A,16,A16,descending,Klaverpolder,Moerdijkbrug,Breda,Rotterdam,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 3],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3106099,2022-07-01,2022-07-01,16:53:27,16:55:03,"7,360","4600,000","1,600","35,8","40,4",A,4,A4,descending,Leidschendam,Zoeterwoude-Dorp,Den Haag,Amsterdam,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 2],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3106100,2022-07-01,2022-07-01,16:53:27,16:55:03,"3,360","2100,000","1,600","141,4","143,5",A,50,A50,descending,Bankhoef,Maasbrug,Arnhem,Oss,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 2],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
3106101,2022-07-01,2022-07-01,16:53:27,16:59:01,"12,707","2283,000","5,567","97,0","94,7",A,7,A7,ascending,P Breezanddijk,Kornwerderzand,Den Oever,Zurich,Rush hour jam (no cause mentioned) with gevonden werk in Spin,[Geen oorzaakcode opgegeven door VWM 6],[000],002,Spitsfile (geen oorzaak gemeld) met gevonden werk in Spin,Geen oorzaak gemeld,Drukte,Hoge intensiteit
3106102,2022-07-01,2022-07-01,16:53:27,16:56:01,"5,702","2221,000","2,567","249,6","247,4",N,50,N50,ascending,Kampen-Zuid,Kampen,Zwolle,Emmeloord,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 3],[000],001,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
