NLSitNumber,StartDateJam,EndDateJam,StartTimeJam,EndTimeJam,HeavinessJam,AvgLength,DurationJam,HectrometreHead,HectrometreTail,RouteLet,RouteNum,RouteDescr,HectrometreDir,FromSection,ToSection,RouteFrom,RouteTo,CauseGroundDetail,CauseProgression,CauseCodeProgression,CauseCode,Cause_1,Cause_2,Cause_3,Cause_4
2284465,30-1-2018,30-1-2018,08:00:00,08:02:09,"6,450","3,000,000","2,150","31,3","28,3",A,12,A12,ascending,Gouda,Reeuwijk,Den Haag,Utrecht,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 2],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2285358,31-1-2018,31-1-2018,09:16:00,09:22:04,"12,133","2,000,000","6,067","11,5","9,5",A,9,A9,ascending,Amsterdam-Zuidoost,Holendrecht,Diemen,Amstelveen,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 6],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2284490,30-1-2018,30-1-2018,08:11:00,08:20:10,"18,333","2,000,000","9,167","104,8","106,8",A,28,A28,descending,Staphorst,Nieuwleusen,Hoogeveen,Zwolle,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 9],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2284446,30-1-2018,30-1-2018,07:56:00,08:02:09,"17,450","2,837,398","6,150","38,7","41,7",A,2,A2,descending,Amc Ziekenhuis,Holendrecht,Utrecht,Amsterdam,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 6],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2284622,30-1-2018,30-1-2018,09:05:00,09:08:06,"6,200","2,000,000","3,100","3,7","5,7",A,13,A13,descending,Rijswijk,Ypenburg,Rotterdam,Rijswijk,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 3],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2284512,30-1-2018,30-1-2018,08:17:00,08:36:19,"114,467","5,925,798","19,317","59,0","63,0",A,73,A73,descending,Venray,Horst-Noord,Nijmegen,Maasbracht,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 19],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2285712,31-1-2018,31-1-2018,18:02:00,18:08:07,"18,350","3,000,000","6,117","23,5","26,5",A,58,A58,descending,Brug Over Het Wilhelminakanaal Hm 20.7,Oirschot,Tilburg,Eindhoven,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 6],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2284432,30-1-2018,30-1-2018,07:50:00,07:51:09,"2,300","2,000,000","1,150","31,9","29,9",A,12,A12,ascending,Gouda,Reeuwijk,Den Haag,Utrecht,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 1],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2285259,31-1-2018,31-1-2018,08:05:00,08:12:07,"14,233","2,000,000","7,117","88,2","90,2",A,15,A15,descending,Gorinchem,Hardinxveld-Giessendam,Gorinchem,Ridderkerk,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 7],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2284620,30-1-2018,30-1-2018,09:05:00,09:16:05,"30,133","2,718,797","11,083","165,2","167,2",A,2,A2,descending,Leenderheide,De Hogt,Maastricht-Noord,Eindhoven,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 11],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2285727,31-1-2018,31-1-2018,18:12:00,18:37:05,"82,617","3,293,688","25,083","43,6","47,6",A,12,A12,descending,Woerden,Nieuwerbrug,Utrecht,Den Haag,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 25],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2284719,30-1-2018,30-1-2018,16:10:00,17:36:13,"373,833","4,335,975","86,217","36,1","33,1",A,4,A4,ascending,Zoeterwoude-Rijndijk,Zoeterwoude-Dorp,Amsterdam,Den Haag,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 86],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2285723,31-1-2018,31-1-2018,18:08:00,18:12:06,"8,200","2,000,000","4,100","61,3","63,3",A,12,A12,descending,Nieuwegein,Oudenrijn,Arnhem,Den Haag,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 4],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2285169,31-1-2018,31-1-2018,07:02:00,07:09:04,"14,133","2,000,000","7,067","35,1","37,1",A,4,A4,descending,Leidschendam,Zoeterwoude-Dorp,Den Haag,Amsterdam,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 7],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2285703,31-1-2018,31-1-2018,17:55:00,17:56:07,"4,467","4,000,000","1,117","21,0","25,0",A,58,A58,descending,Brug Over Het Wilhelminakanaal Hm 20.7,Oirschot,Tilburg,Eindhoven,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 1],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2284489,30-1-2018,30-1-2018,08:11:00,08:16:12,"10,400","2,000,000","5,200","50,6","52,6",A,1,A1,descending,Hoevelaken,Hoevelaken,Apeldoorn,Amsterdam,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 5],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2285190,31-1-2018,31-1-2018,07:27:00,07:36:06,"18,200","2,000,000","9,100","206,2","208,2",A,50,A50,descending,Apeldoorn-Noord,Apeldoorn,Emmeloord,Arnhem,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 9],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2283373,29-1-2018,29-1-2018,06:43:00,07:04:05,"43,200","2,049,012","21,083","45,8","47,8",A,16,A16,descending,Moerdijkbrug,'s-Gravendeel,Breda,Rotterdam,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 21],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2283845,29-1-2018,29-1-2018,16:09:00,16:14:08,"10,267","2,000,000","5,133","19,2","17,2",A,16,A16,ascending,Feijenoord,Ridderkerk-Noord,Rotterdam,Breda,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 5],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2284533,30-1-2018,30-1-2018,08:27:00,08:46:07,"38,233","2,000,000","19,117","234,1","232,1",A,2,A2,ascending,Born,Urmond,Eindhoven,Maastricht-Noord,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 19],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2285317,31-1-2018,31-1-2018,08:39:00,08:44:04,"10,133","2,000,000","5,067","14,8","12,8",A,10,A10,ascending,Amsterdam-Rivierenbuurt,Amstel,Watergraafsmeer,De Nieuwe Meer,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 5],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2282692,25-1-2018,25-1-2018,17:12:00,17:57:08,"135,267","2,997,046","45,133","84,6","86,6",A,15,A15,descending,Sliedrecht-Oost,Sliedrecht-West,Gorinchem,Ridderkerk,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 45],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2285136,31-1-2018,31-1-2018,06:14:00,06:37:04,"61,133","2,650,289","23,067","14,9","16,9",A,7,A7,descending,Purmerend-Noord,Purmerend,Hoorn,Zaanstad,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 23],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2283417,29-1-2018,29-1-2018,07:20:00,07:40:34,"44,250","2,151,540","20,567","36,4","33,4",A,12,A12,ascending,Bodegraven,Nieuwerbrug,Den Haag,Utrecht,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 21],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2285327,31-1-2018,31-1-2018,08:46:00,09:13:04,"54,133","2,000,000","27,067","17,3","19,3",A,16,A16,descending,Prins Alexander,Terbregseplein,Breda,Rotterdam,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 27],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2284395,30-1-2018,30-1-2018,07:33:00,07:39:08,"18,400","3,000,000","6,133","31,0","28,0",A,4,A4,ascending,Limesaquaduct,Zoeterwoude-Rijndijk,Amsterdam,Den Haag,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 6],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2285161,31-1-2018,31-1-2018,06:52:00,07:46:07,"184,383","3,407,145","54,117","20,3","22,3",A,58,A58,descending,Brug Over Het Wilhelminakanaal Hm 20.7,Oirschot,Tilburg,Eindhoven,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 54],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2285094,30-1-2018,30-1-2018,18:11:00,18:19:05,"16,167","2,000,000","8,083","25,2","23,2",A,9,A9,ascending,Amc Ziekenhuis,Amstelveen-Oost,Diemen,Amstelveen,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 8],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2284174,29-1-2018,29-1-2018,17:44:00,17:54:12,"30,600","3,000,000","10,200","39,5","42,5",A,27,A27,descending,Noordeloos,Gorinchem,Almere,Breda,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 10],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2285232,31-1-2018,31-1-2018,07:52:00,08:00:09,"16,300","2,000,000","8,150","244,2","242,2",A,2,A2,ascending,Elsloo,Airport Maastricht/Aachen,Eindhoven,Maastricht-Noord,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 8],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2283065,26-1-2018,26-1-2018,16:20:00,16:28:06,"20,283","2,504,115","8,100","160,4","157,4",A,2,A2,ascending,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 8],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2284243,29-1-2018,29-1-2018,18:10:00,18:15:07,"10,233","2,000,000","5,117","19,9","21,9",A,16,A16,descending,Prins Alexander,Terbregseplein,Breda,Rotterdam,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 5],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2282891,26-1-2018,26-1-2018,08:11:00,08:16:03,"10,100","2,000,000","5,050","40,0","42,0",A,4,A4,descending,Leidschendam,Zoeterwoude-Dorp,Den Haag,Amsterdam,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 5],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2283804,29-1-2018,29-1-2018,15:46:00,17:25:13,"297,650","3,000,000","99,217","45,4","48,4",A,20,A20,descending,Moordrecht,Nieuwerkerk Aan Den Ijssel,Gouda,Hoek van Holland,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 99],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2285195,31-1-2018,31-1-2018,07:31:00,07:40:07,"18,233","2,000,000","9,117","89,2","91,2",A,15,A15,descending,Gorinchem,Hardinxveld-Giessendam,Gorinchem,Ridderkerk,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 9],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2284680,30-1-2018,30-1-2018,14:55:00,15:05:03,"30,150","3,000,000","10,050","9,8","6,8",A,10,A10,ascending,Zeeburgertunnel,Zeeburg,Coenplein,Watergraafsmeer,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 10],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2285193,31-1-2018,31-1-2018,07:30:00,08:58:06,"352,367","3,999,622","88,100","25,1","23,1",N,325,N325,ascending,Andrej Sacharovbrug,Westervoort,Kleve (D),Arnhem Velperbroek,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 88],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2283437,29-1-2018,29-1-2018,07:27:00,07:31:08,"8,267","2,000,000","4,133","15,5","13,5",A,4,A4,ascending,Burgerveen,Nieuw-Vennep,Amsterdam,Den Haag,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 4],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2283387,29-1-2018,29-1-2018,06:54:00,07:56:10,"194,500","3,128,686","62,167","32,9","34,9",A,4,A4,descending,Limesaquaduct,Hoogmade,Den Haag,Amsterdam,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 62],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2285167,31-1-2018,31-1-2018,06:59:00,07:04:05,"10,167","2,000,000","5,083","40,6","42,6",A,4,A4,descending,Leidschendam,Zoeterwoude-Dorp,Den Haag,Amsterdam,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 5],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2284575,30-1-2018,30-1-2018,08:41:00,09:13:06,"87,217","2,717,030","32,100","64,1","66,1",A,2,A2,descending,Utrecht-Centrum/Leidsche Rijn,Maarssen,'s-Hertogenbosch,Amsterdam,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 32],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2283802,29-1-2018,29-1-2018,15:45:00,17:41:11,"386,667","3,328,073","116,183","90,5","88,5",A,15,A15,ascending,Gorinchem,Gorinchem,Ridderkerk,Gorinchem,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 116],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2283409,29-1-2018,29-1-2018,07:17:00,07:21:07,"8,233","2,000,000","4,117","21,3","23,3",A,16,A16,descending,Feijenoord,Van Brienenoordbrug,Breda,Rotterdam,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 4],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2285145,31-1-2018,31-1-2018,06:30:00,06:32:03,"4,100","2,000,000","2,050","28,3","30,3",A,15,A15,descending,Dintelhavenbrug,Havens 6200-7000,Ridderkerk,Oostvoorne,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 2],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2284237,29-1-2018,29-1-2018,18:09:00,18:30:05,"63,250","3,000,000","21,083","31,6","34,6",A,2,A2,descending,Ouderkerk Aan De Amstel,Amstel,Utrecht,Amsterdam,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 21],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2285199,31-1-2018,31-1-2018,07:32:00,07:59:06,"95,400","3,520,295","27,100","26,0","30,0",A,67,A67,descending,Leenderheide/Randweg N2,Leenderheide,Duisburg,Turnhout,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 27],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2285134,31-1-2018,31-1-2018,06:13:00,06:18:03,"10,100","2,000,000","5,050","53,0","55,0",A,1,A1,descending,Hoevelaken,Hoevelaken,Apeldoorn,Amsterdam,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 5],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2284423,30-1-2018,30-1-2018,07:46:00,07:49:09,"6,300","2,000,000","3,150","28,4","30,4",A,28,A28,descending,Amersfoort-Vathorst,Hoevelaken,Zwolle,Amersfoort,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 3],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2283110,26-1-2018,26-1-2018,16:46:00,16:49:06,"6,200","2,000,000","3,100","48,5","50,5",A,16,A16,descending,Zevenbergschen Hoek,Klaverpolder,Breda,Rotterdam,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 3],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2284341,30-1-2018,30-1-2018,06:56:00,07:06:05,"20,167","2,000,000","10,083","52,4","54,4",A,1,A1,descending,Hoevelaken,Hoevelaken,Apeldoorn,Amsterdam,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 10],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2283895,29-1-2018,29-1-2018,16:29:00,16:34:09,"15,450","3,000,000","5,150","186,3","183,3",A,50,A50,ascending,Schaarsbergen,Hoenderloo,Arnhem,Apeldoorn,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 5],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2285149,31-1-2018,31-1-2018,06:33:00,06:52:54,"58,650","2,947,236","19,900","58,0","60,0",A,1,A1,descending,Stroe,Voorthuizen,Apeldoorn,Amersfoort,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 20],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2283118,26-1-2018,26-1-2018,16:54:00,17:06:07,"28,467","2,349,381","12,117","178,4","174,4",A,2,A2,ascending,Valkenswaard,Leende,Eindhoven,Maastricht-Noord,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 12],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2284722,30-1-2018,30-1-2018,16:11:00,16:20:07,"18,233","2,000,000","9,117","43,2","41,2",A,20,A20,ascending,Nieuwerkerk Aan Den Ijssel,Moordrecht,Hoek van Holland,Gouda,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 9],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2283954,29-1-2018,29-1-2018,16:43:00,17:46:11,"131,367","2,079,135","63,183","42,4","44,4",A,4,A4,descending,Leidschendam,Zoeterwoude-Dorp,Den Haag,Amsterdam,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 63],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2283407,29-1-2018,29-1-2018,07:15:00,07:51:08,"73,267","2,027,675","36,133","20,6","22,6",A,325,A325,descending,Kronenburg,Elden,Arnhem Velperbroek,Kleve (D),Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 36],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2283413,29-1-2018,29-1-2018,07:18:00,07:28:07,"24,317","2,403,624","10,117","20,0","17,0",A,4,A4,ascending,Ringvaart-Aquaduct,Roelofarendsveen,Amsterdam,Den Haag,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 10],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2283055,26-1-2018,26-1-2018,16:14:00,16:25:07,"39,467","3,550,225","11,117","74,6","70,6",A,4,A4,ascending,Pernis,Benelux,Den Haag,Rotterdam,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 11],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2283398,29-1-2018,29-1-2018,07:06:00,08:05:09,"235,700","3,984,784","59,150","80,0","78,0",A,15,A15,ascending,Papendrecht,Sliedrecht-West,Ridderkerk,Gorinchem,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 59],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2282605,25-1-2018,25-1-2018,16:29:00,17:04:08,"135,367","3,852,941","35,133","86,6","84,6",A,15,A15,ascending,Sliedrecht-Oost,Hardinxveld-Giessendam,Ridderkerk,Gorinchem,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 35],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2282584,25-1-2018,25-1-2018,16:22:00,17:43:11,"240,433","2,961,610","81,183","58,6","60,6",A,12,A12,descending,Nieuwegein,Oudenrijn,Utrecht,Den Haag,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 81],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2284175,29-1-2018,29-1-2018,17:44:00,17:51:12,"14,400","2,000,000","7,200","22,3","24,3",A,16,A16,descending,Ridderkerk-Noord,Feijenoord,Breda,Rotterdam,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 7],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2282870,26-1-2018,26-1-2018,06:45:00,06:51:03,"12,100","2,000,000","6,050","51,0","53,0",A,15,A15,descending,Heijplaat/Pernis,Benelux,Ridderkerk,Oostvoorne,Rush hour jam (no cause mentioned),[Geen oorzaakcode opgegeven door VWM 6],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
